-45,-44,-43,-41,-40,-39,-37,-36,-34,-33,-31,-29,-27,-26,-24,-22,-20,-18,-16,-13,-11,-9,-7,-5,-2,0,2,5,7,9,11,13,16,18,20,22,24,26,27,29,31,33,34,36,37,39,40,41,43,44,45,44,43,41,40,39,37,36,34,33,31,29,27,26,24,22,20,18,16,13,11,9,7,5,2,0,-2,-5,-7,-9,-11,-13,-16,-18,-20,-22,-24,-26,-27,-29,-31,-33,-34,-36,-37,-39,-40,-41,-43,-44
45,53,56,58,59,60,62,62,63,64,64,65,65,66,66,66,67,67,67,67,67,67,67,67,67,68,67,67,67,67,67,67,67,67,67,66,66,66,65,65,64,64,63,62,62,60,59,58,56,53,45,37,34,32,31,30,28,28,27,26,26,25,25,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,25,25,26,26,27,28,28,30,31,32,34,37
